"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
1926-09-14,"General","16","Nova Scotia","Halifax","1926-09-14, Halifax, Nova Scotia",4,2
1926-09-14,"General","16","Nova Scotia","Hants--Kings","1926-09-14, Hants--Kings, Nova Scotia",2,1
1926-09-14,"General","16","Nova Scotia","Inverness","1926-09-14, Inverness, Nova Scotia",2,1
1926-09-14,"General","16","Nova Scotia","Pictou","1926-09-14, Pictou, Nova Scotia",2,1
1926-09-14,"General","16","Nova Scotia","Queens--Lunenburg","1926-09-14, Queens--Lunenburg, Nova Scotia",2,1
1926-09-14,"General","16","Nova Scotia","Richmond--West Cape Breton","1926-09-14, Richmond--West Cape Breton, Nova Scotia",2,1
1926-09-14,"General","16","Nova Scotia","Shelburne--Yarmouth","1926-09-14, Shelburne--Yarmouth, Nova Scotia",2,1
1926-09-14,"General","16","Prince Edward Island","King's","1926-09-14, King's, Prince Edward Island",2,1
1926-09-14,"General","16","Prince Edward Island","Prince","1926-09-14, Prince, Prince Edward Island",2,1
1926-09-14,"General","16","Prince Edward Island","Queen's","1926-09-14, Queen's, Prince Edward Island",4,2
1926-09-14,"General","16","Yukon","Yukon","1926-09-14, Yukon, Yukon",2,1
1926-11-02,"By-Election","16","Alberta","Edmonton West","1926-11-02, Edmonton West, Alberta",1,1
1926-11-02,"By-Election","16","Saskatchewan","Melville","1926-11-02, Melville, Saskatchewan",1,1
1926-11-02,"By-Election","16","Saskatchewan","Prince Albert","1926-11-02, Prince Albert, Saskatchewan",1,1
1926-11-02,"By-Election","16","Saskatchewan","Regina","1926-11-02, Regina, Saskatchewan",1,1
1926-11-02,"By-Election","16","Manitoba","Brandon","1926-11-02, Brandon, Manitoba",1,1
1926-11-02,"By-Election","16","Ontario","Kenora--Rainy River","1926-11-02, Kenora--Rainy River, Ontario",1,1
1926-11-02,"By-Election","16","Ontario","Middlesex West","1926-11-02, Middlesex West, Ontario",1,1
1926-11-02,"By-Election","16","Ontario","Waterloo North","1926-11-02, Waterloo North, Ontario",1,1
1926-11-02,"By-Election","16","Quebec","Châteauguay--Huntingdon","1926-11-02, Châteauguay--Huntingdon, Quebec",1,1
1926-11-02,"By-Election","16","Quebec","Dorchester","1926-11-02, Dorchester, Quebec",1,1
1926-11-02,"By-Election","16","Quebec","Quebec East","1926-11-02, Quebec East, Quebec",1,1
1926-11-02,"By-Election","16","Quebec","Richelieu","1926-11-02, Richelieu, Quebec",1,1
1926-11-02,"By-Election","16","Quebec","St. James","1926-11-02, St. James, Quebec",1,1
1926-11-02,"By-Election","16","New Brunswick","Gloucester","1926-11-02, Gloucester, New Brunswick",1,1
1926-11-02,"By-Election","16","Nova Scotia","Shelburne--Yarmouth","1926-11-02, Shelburne--Yarmouth, Nova Scotia",1,1
1926-11-09,"By-Election","16","British Columbia","Kootenay East","1926-11-09, Kootenay East, British Columbia",1,1
1926-11-09,"By-Election","16","Ontario","Bruce North","1926-11-09, Bruce North, Ontario",1,1
1927-01-18,"By-Election","16","Nova Scotia","Antigonish--Guysborough","1927-01-18, Antigonish--Guysborough, Nova Scotia",2,1
1927-06-16,"By-Election","16","New Brunswick","Victoria--Carleton","1927-06-16, Victoria--Carleton, New Brunswick",1,1
1927-09-12,"By-Election","16","Ontario","Huron North","1927-09-12, Huron North, Ontario",3,1
1927-11-25,"By-Election","16","Saskatchewan","Maple Creek","1927-11-25, Maple Creek, Saskatchewan",1,1
1928-10-29,"By-Election","16","Ontario","York West","1928-10-29, York West, Ontario",1,1
1928-12-06,"By-Election","16","British Columbia","Victoria","1928-12-06, Victoria, British Columbia",2,1
1928-12-17,"By-Election","16","Quebec","Joliette","1928-12-17, Joliette, Quebec",2,1
1929-01-14,"By-Election","16","Ontario","Lambton West","1929-01-14, Lambton West, Ontario",1,1
1929-07-22,"By-Election","16","Ontario","Frontenac--Addington","1929-07-22, Frontenac--Addington, Ontario",1,1
1929-07-22,"By-Election","16","Quebec","Laprairie--Napierville","1929-07-22, Laprairie--Napierville, Quebec",1,1
1929-07-29,"By-Election","16","Ontario","Lanark","1929-07-29, Lanark, Ontario",2,1
1929-07-29,"By-Election","16","Ontario","Prescott","1929-07-29, Prescott, Ontario",2,1
1929-07-29,"By-Election","16","Quebec","Vaudreuil--Soulanges","1929-07-29, Vaudreuil--Soulanges, Quebec",3,1
1930-01-27,"By-Election","16","Quebec","Bagot","1930-01-27, Bagot, Quebec",1,1
1930-01-27,"By-Election","16","Quebec","Châteauguay--Huntingdon","1930-01-27, Châteauguay--Huntingdon, Quebec",1,1
1930-02-05,"By-Election","16","Manitoba","Brandon","1930-02-05, Brandon, Manitoba",1,1
1930-07-28,"General","17","British Columbia","Cariboo","1930-07-28, Cariboo, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Comox--Alberni","1930-07-28, Comox--Alberni, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Fraser Valley","1930-07-28, Fraser Valley, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Kootenay East","1930-07-28, Kootenay East, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Kootenay West","1930-07-28, Kootenay West, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Nanaimo","1930-07-28, Nanaimo, British Columbia",2,1
1930-07-28,"General","17","British Columbia","New Westminster","1930-07-28, New Westminster, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Skeena","1930-07-28, Skeena, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Vancouver--Burrard","1930-07-28, Vancouver--Burrard, British Columbia",4,1
1930-07-28,"General","17","British Columbia","Vancouver Centre","1930-07-28, Vancouver Centre, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Vancouver North","1930-07-28, Vancouver North, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Vancouver South","1930-07-28, Vancouver South, British Columbia",3,1
1930-07-28,"General","17","British Columbia","Victoria","1930-07-28, Victoria, British Columbia",2,1
1930-07-28,"General","17","British Columbia","Yale","1930-07-28, Yale, British Columbia",2,1
1930-07-28,"General","17","Alberta","Acadia","1930-07-28, Acadia, Alberta",1,1
1930-07-28,"General","17","Alberta","Athabaska","1930-07-28, Athabaska, Alberta",3,1
1930-07-28,"General","17","Alberta","Battle River","1930-07-28, Battle River, Alberta",2,1
1930-07-28,"General","17","Alberta","Bow River","1930-07-28, Bow River, Alberta",2,1
1930-07-28,"General","17","Alberta","Calgary East","1930-07-28, Calgary East, Alberta",2,1
1930-07-28,"General","17","Alberta","Calgary West","1930-07-28, Calgary West, Alberta",2,1
1930-07-28,"General","17","Alberta","Camrose","1930-07-28, Camrose, Alberta",2,1
1930-07-28,"General","17","Alberta","Edmonton East","1930-07-28, Edmonton East, Alberta",2,1
1930-07-28,"General","17","Alberta","Edmonton West","1930-07-28, Edmonton West, Alberta",2,1
1930-07-28,"General","17","Alberta","Lethbridge","1930-07-28, Lethbridge, Alberta",3,1
1930-07-28,"General","17","Alberta","Macleod","1930-07-28, Macleod, Alberta",2,1
1930-07-28,"General","17","Alberta","Medicine Hat","1930-07-28, Medicine Hat, Alberta",2,1
1930-07-28,"General","17","Alberta","Peace River","1930-07-28, Peace River, Alberta",2,1
1930-07-28,"General","17","Alberta","Red Deer","1930-07-28, Red Deer, Alberta",2,1
1930-07-28,"General","17","Alberta","Vegreville","1930-07-28, Vegreville, Alberta",2,1
1930-07-28,"General","17","Alberta","Wetaskiwin","1930-07-28, Wetaskiwin, Alberta",3,1
1930-07-28,"General","17","Saskatchewan","Assiniboia","1930-07-28, Assiniboia, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Humboldt","1930-07-28, Humboldt, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Kindersley","1930-07-28, Kindersley, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Last Mountain","1930-07-28, Last Mountain, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Long Lake","1930-07-28, Long Lake, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Mackenzie","1930-07-28, Mackenzie, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Maple Creek","1930-07-28, Maple Creek, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Melfort","1930-07-28, Melfort, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Melville","1930-07-28, Melville, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Moose Jaw","1930-07-28, Moose Jaw, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","North Battleford","1930-07-28, North Battleford, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Prince Albert","1930-07-28, Prince Albert, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Qu'Appelle","1930-07-28, Qu'Appelle, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Regina","1930-07-28, Regina, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Rosetown","1930-07-28, Rosetown, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Saskatoon","1930-07-28, Saskatoon, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","South Battleford","1930-07-28, South Battleford, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Swift Current","1930-07-28, Swift Current, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Weyburn","1930-07-28, Weyburn, Saskatchewan",3,1
1930-07-28,"General","17","Saskatchewan","Willow Bunch","1930-07-28, Willow Bunch, Saskatchewan",2,1
1930-07-28,"General","17","Saskatchewan","Yorkton","1930-07-28, Yorkton, Saskatchewan",2,1
1930-07-28,"General","17","Manitoba","Brandon","1930-07-28, Brandon, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Dauphin","1930-07-28, Dauphin, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Lisgar","1930-07-28, Lisgar, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Macdonald","1930-07-28, Macdonald, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Marquette","1930-07-28, Marquette, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Neepawa","1930-07-28, Neepawa, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Nelson","1930-07-28, Nelson, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Portage la Prairie","1930-07-28, Portage la Prairie, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Provencher","1930-07-28, Provencher, Manitoba",4,1
1930-07-28,"General","17","Manitoba","Selkirk","1930-07-28, Selkirk, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Souris","1930-07-28, Souris, Manitoba",2,1
1930-07-28,"General","17","Manitoba","Springfield","1930-07-28, Springfield, Manitoba",5,1
1930-07-28,"General","17","Manitoba","St. Boniface","1930-07-28, St. Boniface, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Winnipeg North","1930-07-28, Winnipeg North, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Winnipeg North Centre","1930-07-28, Winnipeg North Centre, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Winnipeg South","1930-07-28, Winnipeg South, Manitoba",3,1
1930-07-28,"General","17","Manitoba","Winnipeg South Centre","1930-07-28, Winnipeg South Centre, Manitoba",2,1
1930-07-28,"General","17","Ontario","Algoma East","1930-07-28, Algoma East, Ontario",2,1
1930-07-28,"General","17","Ontario","Algoma West","1930-07-28, Algoma West, Ontario",2,1
1930-07-28,"General","17","Ontario","Brant","1930-07-28, Brant, Ontario",2,1
1930-07-28,"General","17","Ontario","Brantford City","1930-07-28, Brantford City, Ontario",2,1
1930-07-28,"General","17","Ontario","Bruce North","1930-07-28, Bruce North, Ontario",2,1
1930-07-28,"General","17","Ontario","Bruce South","1930-07-28, Bruce South, Ontario",2,1
1930-07-28,"General","17","Ontario","Carleton","1930-07-28, Carleton, Ontario",3,1
1930-07-28,"General","17","Ontario","Dufferin--Simcoe","1930-07-28, Dufferin--Simcoe, Ontario",2,1
1930-07-28,"General","17","Ontario","Durham","1930-07-28, Durham, Ontario",2,1
1930-07-28,"General","17","Ontario","Elgin West","1930-07-28, Elgin West, Ontario",2,1
1930-07-28,"General","17","Ontario","Essex East","1930-07-28, Essex East, Ontario",2,1
1930-07-28,"General","17","Ontario","Essex South","1930-07-28, Essex South, Ontario",2,1
1930-07-28,"General","17","Ontario","Essex West","1930-07-28, Essex West, Ontario",2,1
1930-07-28,"General","17","Ontario","Fort William","1930-07-28, Fort William, Ontario",3,1
1930-07-28,"General","17","Ontario","Frontenac--Addington","1930-07-28, Frontenac--Addington, Ontario",2,1
1930-07-28,"General","17","Ontario","Glengarry","1930-07-28, Glengarry, Ontario",2,1
1930-07-28,"General","17","Ontario","Grenville--Dundas","1930-07-28, Grenville--Dundas, Ontario",2,1
1930-07-28,"General","17","Ontario","Grey North","1930-07-28, Grey North, Ontario",2,1
1930-07-28,"General","17","Ontario","Grey Southeast","1930-07-28, Grey Southeast, Ontario",2,1
1930-07-28,"General","17","Ontario","Haldimand","1930-07-28, Haldimand, Ontario",2,1
1930-07-28,"General","17","Ontario","Halton","1930-07-28, Halton, Ontario",2,1
1930-07-28,"General","17","Ontario","Hamilton East","1930-07-28, Hamilton East, Ontario",3,1
1930-07-28,"General","17","Ontario","Hamilton West","1930-07-28, Hamilton West, Ontario",2,1
1930-07-28,"General","17","Ontario","Hastings--Peterborough","1930-07-28, Hastings--Peterborough, Ontario",2,1
1930-07-28,"General","17","Ontario","Hastings South","1930-07-28, Hastings South, Ontario",2,1
1930-07-28,"General","17","Ontario","Huron North","1930-07-28, Huron North, Ontario",2,1
1930-07-28,"General","17","Ontario","Huron South","1930-07-28, Huron South, Ontario",2,1
1930-07-28,"General","17","Ontario","Kenora--Rainy River","1930-07-28, Kenora--Rainy River, Ontario",2,1
1930-07-28,"General","17","Ontario","Kent","1930-07-28, Kent, Ontario",2,1
1930-07-28,"General","17","Ontario","Kingston City","1930-07-28, Kingston City, Ontario",2,1
1930-07-28,"General","17","Ontario","Lambton East","1930-07-28, Lambton East, Ontario",3,1
1930-07-28,"General","17","Ontario","Lambton West","1930-07-28, Lambton West, Ontario",2,1
1930-07-28,"General","17","Ontario","Lanark","1930-07-28, Lanark, Ontario",4,1
1930-07-28,"General","17","Ontario","Leeds","1930-07-28, Leeds, Ontario",2,1
1930-07-28,"General","17","Ontario","Lincoln","1930-07-28, Lincoln, Ontario",2,1
1930-07-28,"General","17","Ontario","London","1930-07-28, London, Ontario",2,1
1930-07-28,"General","17","Ontario","Middlesex East","1930-07-28, Middlesex East, Ontario",2,1
1930-07-28,"General","17","Ontario","Middlesex West","1930-07-28, Middlesex West, Ontario",2,1
1930-07-28,"General","17","Ontario","Muskoka--Ontario","1930-07-28, Muskoka--Ontario, Ontario",2,1
1930-07-28,"General","17","Ontario","Nipissing","1930-07-28, Nipissing, Ontario",3,1
1930-07-28,"General","17","Ontario","Norfolk--Elgin","1930-07-28, Norfolk--Elgin, Ontario",2,1
1930-07-28,"General","17","Ontario","Northumberland","1930-07-28, Northumberland, Ontario",3,1
1930-07-28,"General","17","Ontario","Ontario","1930-07-28, Ontario, Ontario",2,1
1930-07-28,"General","17","Ontario","Ottawa (City of)","1930-07-28, Ottawa (City of), Ontario",4,2
1930-07-28,"General","17","Ontario","Oxford North","1930-07-28, Oxford North, Ontario",2,1
1930-07-28,"General","17","Ontario","Oxford South","1930-07-28, Oxford South, Ontario",2,1
1930-07-28,"General","17","Ontario","Parkdale","1930-07-28, Parkdale, Ontario",2,1
1930-07-28,"General","17","Ontario","Parry Sound","1930-07-28, Parry Sound, Ontario",2,1
1930-07-28,"General","17","Ontario","Peel","1930-07-28, Peel, Ontario",2,1
1930-07-28,"General","17","Ontario","Perth North","1930-07-28, Perth North, Ontario",2,1
1930-07-28,"General","17","Ontario","Perth South","1930-07-28, Perth South, Ontario",2,1
1930-07-28,"General","17","Ontario","Peterborough West","1930-07-28, Peterborough West, Ontario",2,1
1930-07-28,"General","17","Ontario","Port Arthur--Thunder Bay","1930-07-28, Port Arthur--Thunder Bay, Ontario",2,1
1930-07-28,"General","17","Ontario","Prescott","1930-07-28, Prescott, Ontario",2,1
1930-07-28,"General","17","Ontario","Prince Edward--Lennox","1930-07-28, Prince Edward--Lennox, Ontario",2,1
1930-07-28,"General","17","Ontario","Renfrew North","1930-07-28, Renfrew North, Ontario",2,1
1930-07-28,"General","17","Ontario","Renfrew South","1930-07-28, Renfrew South, Ontario",2,1
1930-07-28,"General","17","Ontario","Russell","1930-07-28, Russell, Ontario",2,1
1930-07-28,"General","17","Ontario","Simcoe East","1930-07-28, Simcoe East, Ontario",2,1
1930-07-28,"General","17","Ontario","Simcoe North","1930-07-28, Simcoe North, Ontario",2,1
1930-07-28,"General","17","Ontario","Stormont","1930-07-28, Stormont, Ontario",2,1
1930-07-28,"General","17","Ontario","Timiskaming North","1930-07-28, Timiskaming North, Ontario",2,1
1930-07-28,"General","17","Ontario","Timiskaming South","1930-07-28, Timiskaming South, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto--High Park","1930-07-28, Toronto--High Park, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto--Scarborough","1930-07-28, Toronto--Scarborough, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto East","1930-07-28, Toronto East, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto East Centre","1930-07-28, Toronto East Centre, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto Northeast","1930-07-28, Toronto Northeast, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto Northwest","1930-07-28, Toronto Northwest, Ontario",2,1
1930-07-28,"General","17","Ontario","Toronto South","1930-07-28, Toronto South, Ontario",3,1
1930-07-28,"General","17","Ontario","Toronto West Centre","1930-07-28, Toronto West Centre, Ontario",4,1
1930-07-28,"General","17","Ontario","Victoria","1930-07-28, Victoria, Ontario",2,1
1930-07-28,"General","17","Ontario","Waterloo North","1930-07-28, Waterloo North, Ontario",2,1
1930-07-28,"General","17","Ontario","Waterloo South","1930-07-28, Waterloo South, Ontario",2,1
1930-07-28,"General","17","Ontario","Welland","1930-07-28, Welland, Ontario",2,1
1930-07-28,"General","17","Ontario","Wellington North","1930-07-28, Wellington North, Ontario",2,1
1930-07-28,"General","17","Ontario","Wellington South","1930-07-28, Wellington South, Ontario",2,1
1930-07-28,"General","17","Ontario","Wentworth","1930-07-28, Wentworth, Ontario",3,1
1930-07-28,"General","17","Ontario","York North","1930-07-28, York North, Ontario",2,1
1930-07-28,"General","17","Ontario","York South","1930-07-28, York South, Ontario",2,1
